,transcriptomics_sample_id,cell_specimen_id,ephys_session_id,age,ephys_path,hemisphere_right,biological_sex_M,r,g,b,0_dim_pos,0_embed_pos,1_dim_pos,1_embed_pos,2_dim_pos,2_embed_pos,3_dim_pos,3_embed_pos,4_dim_pos,4_embed_pos,5_dim_pos,5_embed_pos,6_dim_pos,6_embed_pos,7_dim_pos,7_embed_pos,8_dim_pos,8_embed_pos,9_dim_pos,9_embed_pos,structure_VISl2/3,structure_VISl5,structure_VISl6a,structure_VISp1,structure_VISp2/3,structure_VISp4,structure_VISp5,structure_VISp6a,structure_VISpm2/3,structure_VISpm5,structure_VISpm6a,just_my_type_0,just_my_type_1,just_my_type_2,just_my_type_3,just_my_type_4,just_my_type_5,just_my_type_6,just_my_type_7,just_my_type_8,just_my_type_9,just_my_type_10,mean_resting_volt
467,SM-GE8ZI_S146_E1-50,657661984,657661969,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-656841535\sub-656841535_ses-657661969_icephys.nwb,1,0,0.22812322812322794,1.0,0.0,0.6274490126466161,12.47717,0.2928103334552827,-0.5588771,0.37954995062211266,0.6730572,0.46532364056165726,1.8639365,0.417780655159653,8.432093,0.6455847098125813,3.6285641,0.7892104774988845,3.7996476,0.5406593591136901,0.2801624,0.4777298063284971,6.8010473,0.33002516898908785,6.330331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-74.24387706781283
469,SM-GE8ZI_S149_E1-50,657675492,657675469,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-656841535\sub-656841535_ses-657675469_icephys.nwb,0,0,0.22812322812322794,1.0,0.0,0.44659388523576865,12.024584,0.5892226588823775,-0.08946708,0.5221408127185355,0.80476755,0.4983326456122645,1.9216413,0.6547233544900416,9.206771,0.5936853719569514,3.492224,0.33130397565059333,2.4273384,0.32804514624369835,-0.08862836,0.44209841757816,6.7638474,0.5855218896660025,6.573145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-64.87312360578606
470,SM-GE8ZI_S143_E1-50,657675788,657675772,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-656841535\sub-656841535_ses-657675772_icephys.nwb,1,0,0.0,0.4562523625023619,1.0,0.4793235753402066,11.805735,0.47868917547759693,-0.8379174,0.48419473550166653,0.5104992,0.5109517642406973,1.7668123,0.3668569157167215,3.3150759,0.5736167301009046,2.992744,0.5425154520555263,6.2087994,0.4989302286198611,2.198008,0.49758434654391875,6.990665,0.5328794841801375,6.644819,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-68.66116184874612
471,SM-GE8ZI_S140_E1-50,657676265,657676250,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-656841535\sub-656841535_ses-657676250_icephys.nwb,1,0,0.22812322812322794,1.0,0.0,0.6470028340715465,12.526103,0.4123337699060572,-0.36959517,0.4523660936982457,0.74031705,0.5328534572706314,1.981989,0.5797711846451451,8.961717,0.628117242600114,3.582677,0.4617514519603383,2.818279,0.1964213909388134,-0.31693682,0.42579906912360976,6.7468305,0.4547164073894274,6.4488325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-68.8963658432928
472,SM-GE8ZI_S155_E1-50,657830169,657830135,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657069410\sub-657069410_ses-657830135_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.4554561755736512,12.0467615,0.4323780893944694,-0.3378522,0.32630731655841233,0.6238773,0.4421870667983032,1.8234903,0.5869114728075422,8.985062,0.6687946187829497,3.6895368,0.6790984921326569,3.4696507,0.6599155802257278,0.4870187,0.4591125495766161,6.7816105,0.3907351050252557,6.388027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-65.45830994493811
473,SM-GE8ZI_S156_E1-50,657835250,657835153,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657069410\sub-657069410_ses-657835153_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.5252901088157911,12.267338,0.4723643347916812,-0.6363265,0.5895306211309729,0.7049988,0.5019763245690719,1.7836033,0.7739405563890382,7.533425,0.6388911389850485,3.4997082,0.36362085652138226,4.2857447,0.2162751848406155,0.78822595,0.4216967139853586,6.857858,0.46702266535368375,6.385187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-64.6744369073992
474,SM-GE8ZI_S157_E1-50,657848681,657848666,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657069410\sub-657069410_ses-657848666_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.40327593992824623,11.962,0.4522654593416263,-0.66815585,0.38707507631155047,0.5179918,0.5732700419330711,1.9082357,0.1010148487719056,5.333311,0.5329160294742813,3.2213104,0.5761380614688455,4.9226418,0.6387302590370645,1.5209969,0.6099136081128091,7.054361,0.506274043856712,6.42249,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-62.793795992776076
475,SM-GE8ZI_S151_E1-50,657857340,657857325,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657069410\sub-657069410_ses-657857325_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.6168135020575116,12.450555,0.48227449391301186,-0.25883433,0.5170828715357302,0.80009556,0.5544285127881087,2.0197055,0.6289595123301542,9.122537,0.6266181252363568,3.5787387,0.32135504492057776,2.3975222,0.11501465015334836,-0.45814118,0.47720547948606645,6.8005,0.4810714778052342,6.4738793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-66.00143453692486
476,SM-GE8ZI_S158_E1-50,657857431,657857413,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657069410\sub-657069410_ses-657857413_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5558399536941405,12.29797,0.3099606276076178,-0.53171724,0.36742652059772074,0.66185886,0.44039812974156134,1.8203629,0.4286534130849502,8.467641,0.644117084985767,3.6247087,0.8224970485667673,3.8994048,0.6623263752604238,0.49120036,0.4695894950805511,6.7925487,0.33532608697303895,6.3353686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-74.69401515521079
481,SM-GE8ZI_S160_E1-50,657859611,657859595,87,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657498755\sub-657498755_ses-657859595_icephys.nwb,0,1,1.0,0.0,0.09375,0.6275595292752115,10.250773,0.3122313054461201,-0.4467319,0.32264745089793534,0.5859126,0.3107169682484586,2.3841903,0.8695068481260382,2.5306075,0.7983193845610477,2.297366,0.9035272381278242,4.528872,0.6895888198030851,1.8935744,0.5860398377463509,6.967746,0.35470993595306566,6.8152237,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-72.21372722954436
484,SM-GE8ZI_S154_E1-50,657862091,657862061,87,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657498755\sub-657498755_ses-657862061_icephys.nwb,1,1,1.0,0.5906255906255905,0.0,0.7919669241623934,8.111733,0.4755247697417611,-0.17774062,0.44565583451374474,0.65333766,0.45181018978794846,3.1201973,0.36799983144417414,2.6872058,0.6092018447409957,1.8885486,0.5341787734819061,3.0650644,0.42240139902958357,1.7005931,0.4609157223761948,7.1353784,0.3799732129440662,7.001315,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-75.66822681016802
485,SM-GE8ZI_S172_E1-50,657926526,657926504,77,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657609919\sub-657609919_ses-657926504_icephys.nwb,1,0,1.0,0.0,0.09375,0.6484978572921662,10.303171,0.43360379191800397,-0.25452173,0.3707003119551381,0.63029873,0.3558181758400761,2.4630342,0.5863223676774314,1.6047429,0.7058280724743495,2.0543902,0.8309152705362379,4.3112597,0.7150004031880571,1.9376521,0.5601084955809813,6.940673,0.34664892806568676,6.807563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-69.38024626536297
487,SM-GE8ZI_S175_E1-50,657945461,657945350,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657610053\sub-657610053_ses-657945350_icephys.nwb,1,1,0.0,1.0,0.3625004724974956,0.627013936785358,-0.16714606,0.4209143556413881,-0.6177365,0.7901198551511862,-0.18571852,0.3764723045087579,10.004724,0.4456507933618897,5.0828757,0.5989169902445832,1.3910999,0.4732220222341896,3.787736,0.433338762353058,2.3174064,0.6190340634407693,7.3917875,0.6086813569923833,6.373734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-66.78251102582936
488,SM-GE8ZI_S166_E1-50,657959108,657959093,77,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657609919\sub-657609919_ses-657959093_icephys.nwb,0,0,1.0,0.0,0.09375,0.42845886866690963,9.752528,0.5498763263105211,-0.07038804,0.45791780733082743,0.710861,0.5810428554732373,2.8567615,0.23297483545224454,0.44948196,0.50486920262886,1.526469,0.305164265567707,2.735626,0.35872808117150573,1.3196787,0.4482935127791441,6.8239355,0.5786715883659661,7.028068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-73.15890654120162
489,SM-GE8ZI_S186_E1-50,657959536,657959521,61,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657610053\sub-657610053_ses-657959521_icephys.nwb,0,1,0.8187488187488189,1.0,0.0,0.6016862526996497,-1.6577473,0.9771468607941289,1.2608043,0.12556858602447443,0.3143634,0.5688272944228253,-1.6570158,0.521491160333078,5.3678474,0.768845864111179,2.5820608,0.7194212638307771,3.4705865,0.42915436730235085,1.8555785,0.9761408354375722,6.667467,0.9999999894776802,8.882866,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-70.83418191191348
490,SM-GE8ZI_S167_E1-50,657966095,657965964,77,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-657609919\sub-657609919_ses-657965964_icephys.nwb,0,0,1.0,0.0,0.09375,0.6212638923635013,10.235019,0.3322165148015488,-0.41508254,0.3894228184757188,0.6475926,0.36631435521218175,2.481383,0.7483606249970087,2.134523,0.7573004913277327,2.1896088,0.8638454372983548,4.409949,0.7108459727631545,1.930446,0.5972845475552737,6.9794855,0.32225366698687125,6.7843785,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-67.96048999185203
