,transcriptomics_sample_id,cell_specimen_id,ephys_session_id,age,ephys_path,hemisphere_right,biological_sex_M,r,g,b,0_dim_pos,0_embed_pos,1_dim_pos,1_embed_pos,2_dim_pos,2_embed_pos,3_dim_pos,3_embed_pos,4_dim_pos,4_embed_pos,5_dim_pos,5_embed_pos,6_dim_pos,6_embed_pos,7_dim_pos,7_embed_pos,8_dim_pos,8_embed_pos,9_dim_pos,9_embed_pos,structure_VISl2/3,structure_VISl5,structure_VISl6a,structure_VISp1,structure_VISp2/3,structure_VISp4,structure_VISp5,structure_VISp6a,structure_VISpm2/3,structure_VISpm5,structure_VISpm6a,just_my_type_0,just_my_type_1,just_my_type_2,just_my_type_3,just_my_type_4,just_my_type_5,just_my_type_6,just_my_type_7,just_my_type_8,just_my_type_9,just_my_type_10,mean_resting_volt
2194,SM-GE8XW_S027_E1-50,744283290,744282998,56,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740369796\sub-740369796_ses-744282998_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.38345935569153483,-2.2038555,0.7952473106660045,0.9727411,0.1881608259455398,0.37217948,0.721338304098691,-1.3904032,0.4574413549843551,5.158438,0.9803099000767957,3.1375792,0.5251484589390956,2.8883665,0.5297136584423535,2.030004,0.461426804028355,6.130094,0.0919409478592663,8.019882,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-66.42825192977384
2195,SM-GE8XW_S028_E1-50,744300204,744300037,56,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740369796\sub-740369796_ses-744300037_icephys.nwb,1,1,0.13437322812322863,0.0,1.0,0.48368326579238363,-2.1547909,0.5944899344160233,2.1208303,0.4153803303336471,-0.57443386,0.5652389188110287,0.7138471,0.5146409582271989,5.5774264,0.6302824225823852,3.158524,0.5416284190177384,3.8620117,0.3875882081198248,1.9570216,0.6527960534401754,7.044036,0.6547900612016737,8.025179,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-72.56811815279335
2196,SM-GE8XW_S029_E1-50,744405042,744405027,56,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740369796\sub-740369796_ses-744405027_icephys.nwb,1,1,0.13437322812322863,0.0,1.0,0.5034516419135181,-2.105321,0.4509003747105009,1.8934363,0.5542073067501158,-0.4462002,0.3962386303728356,0.41840866,0.4965358838329874,5.5182323,0.5968908039808368,3.0708039,0.48057015618650467,3.679025,0.41683567596501153,2.007753,0.5376040038500695,6.923773,0.637464864989101,8.008714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-71.76823448486033
2197,SM-GE8XW_S039_E1-50,744416867,744416692,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370185\sub-740370185_ses-744416692_icephys.nwb,1,1,1.0,0.0,0.09375,0.7114104008496523,10.4606085,0.4891310058746528,-0.16658668,0.43582045774656303,0.69044983,0.40460731870281935,2.548325,0.47692021802078444,1.2470553,0.6404678532337804,1.8826882,0.6943988971573734,3.902131,0.5890312468182318,1.7191519,0.5172041271800639,6.8958797,0.3315795697381915,6.7932415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-77.20983706179712
2198,SM-GE8XW_S040_E1-50,744438533,744438502,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370185\sub-740370185_ses-744438502_icephys.nwb,1,1,1.0,0.0,0.09375,0.7358120913516931,10.521673,0.46445245007843655,-0.2056686,0.4401890404504136,0.69448507,0.38892994555274446,2.5209186,0.5377304738426638,1.4458729,0.6651606795164815,1.9475565,0.7552439538414077,4.084479,0.6344216757321629,1.797884,0.5355025859040559,6.9149837,0.2912133176184724,6.754879,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-63.744270328996556
2199,SM-GE8XW_S056_E1-50,744454922,744454899,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370185\sub-740370185_ses-744454899_icephys.nwb,0,1,1.0,0.0,0.09375,0.3610532525192865,9.583847,0.5266340752340252,-0.10719537,0.46765832713235683,0.7198583,0.6058638968425849,2.9001524,0.19472377483726544,0.32442108,0.49017934087212534,1.4878786,0.3331860767813543,2.819605,0.4279944063979272,1.4398248,0.4413653648062948,6.8167024,0.6129140634867147,7.060611,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-85.42928775070396
2201,SM-GE8XW_S064_E1-50,744458623,744458493,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370185\sub-740370185_ses-744458493_icephys.nwb,0,1,1.0,0.0,0.09375,0.3695051069640751,9.604998,0.5257204369512423,-0.10864224,0.4663329752836953,0.71863407,0.5982104867020663,2.886773,0.2148694693676796,0.39028692,0.5007336970643652,1.515605,0.32890166743157273,2.806765,0.4142565189072315,1.4159957,0.4480943781943882,6.8237276,0.5967905424820514,7.0452876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-74.02111588461669
2202,SM-GE8XW_S050_E1-50,744476851,744476816,59,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370185\sub-740370185_ses-744476816_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5566032806150942,12.29988,0.45963322408351737,-0.29468992,0.5723935810362947,0.85118574,0.6155592346810176,2.1265714,0.213245337479603,7.7633696,0.5562605304685297,3.3939085,0.2949612376607681,2.318422,0.2961417412824954,-0.14396653,0.7530091630264865,7.088445,0.5351940260315304,6.5253153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-63.058958978992735
2203,SM-GE8XW_S072_E1-50,744865781,744865622,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740369808\sub-740369808_ses-744865622_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.4911690524665194,-1.9343143,0.46375913394844115,0.44778362,0.5154373935601292,0.67448294,0.46308484386615173,-1.8418698,0.45250303730024294,5.1422925,0.7477163684674486,2.5265534,0.4409701374164834,2.6360908,0.47806873242758213,1.9404231,0.3795541723903422,6.044617,0.2724280483975421,8.19141,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-69.65268324333672
2204,SM-GE8XW_S066_E1-50,744975652,744975428,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740369808\sub-740369808_ses-744975428_icephys.nwb,1,1,0.8187488187488189,1.0,0.0,0.5071510907827933,-1.8943195,0.07431137353423177,-0.16896093,0.5941855170025779,0.7472221,0.7291678530063653,-1.3767159,0.612934773536834,5.66682,0.1041382414950411,0.83586645,0.408750074411792,2.5395298,0.3106821403849578,1.6500821,0.7807888943306338,6.4635153,0.6319983717155424,8.533132,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-67.47946482383476
2206,SM-GE8XW_S067_E1-50,745014654,745014495,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740369808\sub-740369808_ses-745014495_icephys.nwb,1,1,1.0,0.5906255906255905,0.0,0.36466981391711517,7.0424314,0.46631970737546496,-0.19231811,0.5234180262703422,0.72516614,0.5304132227438529,3.2576075,0.5234532884182287,3.195457,0.620543877383172,1.9183443,0.45371835348287937,2.823931,0.444700097641184,1.7392714,0.5238564098107285,7.20109,0.530370767670932,7.144247,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-63.93815558223473
2207,SM-GE8XW_S068_E1-50,745063641,745063315,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370195\sub-740370195_ses-745063315_icephys.nwb,1,1,1.0,0.0,0.09375,0.6211998689372806,10.2348585,0.49021008101800845,-0.16487782,0.4693034824652175,0.7213779,0.45228862168510864,2.6316793,0.42283433637855944,1.0702229,0.6127456627129845,1.8098617,0.6336443735313659,3.7200546,0.5781298960266875,1.7002429,0.5110661233164525,6.8894715,0.35748206769573765,6.817858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-76.52006615651123
2208,SM-GE8XW_S078_E1-50,745073394,745073243,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370195\sub-740370195_ses-745073243_icephys.nwb,1,1,1.0,0.0,0.09375,0.40390474143577176,9.691082,0.3186020830421323,-0.4366429,0.46453927523319405,0.71697724,0.5024366857061484,2.7193458,0.6666487864396891,1.8673681,0.6998463055870001,2.038676,0.7115953253560446,3.9536674,0.6909746150203382,1.8959781,0.6034435610310382,6.9859157,0.3931254101152266,6.8517323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-65.51777585552256
2209,SM-GE8XW_S069_E1-50,745083091,745082948,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370195\sub-740370195_ses-745082948_icephys.nwb,1,1,1.0,0.0,0.09375,0.44569717617685495,9.795667,0.584310854535077,-0.01585619,0.49008419155480887,0.7405729,0.6035292910228619,2.8960712,0.38464164118024335,0.9453528,0.541370731942673,1.6223589,0.10861468950934819,2.1465826,0.10653256060599856,0.882232,0.5156841274138537,6.894293,0.5872784929657481,7.0362477,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-77.48812324369524
2210,SM-GE8XW_S079_E1-50,745083231,745083163,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370195\sub-740370195_ses-745083163_icephys.nwb,1,1,1.0,0.0,0.09375,0.7070594755093984,10.44972,0.4574429875896309,-0.21676905,0.40163342656854356,0.6588715,0.3747489677206974,2.496128,0.525468613531592,1.405783,0.6763089468376975,1.9768431,0.7989224152764723,4.2153797,0.6647850509837442,1.8505509,0.5259541739111502,6.905015,0.33762808524188587,6.79899,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-63.553963677540565
2211,SM-GE8XW_S070_E1-50,745088065,745088026,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370195\sub-740370195_ses-745088026_icephys.nwb,1,1,1.0,0.0,0.09375,0.048657422835971006,8.802083,0.4959594965093238,-0.15577282,0.4557286118092494,0.7088389,0.6561239313845963,2.9880147,0.6928816302266491,1.9531357,0.6051652638602698,1.7899479,0.34150159384931966,2.844526,0.4359220429831965,1.4535757,0.6319239172274231,7.01565,0.5928046936922259,7.0414996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-66.44768019320233
2214,SM-GE8XW_S071_E1-50,745095018,745094996,60,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-740370195\sub-740370195_ses-745094996_icephys.nwb,1,1,1.0,0.0,0.09375,0.3412155176864129,9.534204,0.453491726431856,-0.22302642,0.5066495087136507,0.7558742,0.586044569098224,2.8655052,0.3674473152227758,0.8891364,0.5698095818812502,1.6970681,0.37851672674814785,2.9554574,0.42669348804505147,1.4375683,0.5238180444320141,6.902785,0.5539160755964287,7.0045414,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-76.74539328664967
2216,SM-GE8XW_S093_E1-50,745565887,745565695,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050389\sub-743050389_ses-745565695_icephys.nwb,1,0,0.7249988187488191,0.0,1.0,0.46343585725006153,10.815323,0.4952316571259191,0.5478125,0.42689958762859564,0.12391984,0.5026123471324718,1.589761,0.5054904859939183,10.676587,0.6189400269138465,4.304889,0.47283363700634384,1.4528681,0.4884379362062722,2.286466,0.5553790491930286,7.406296,0.45348964501642597,6.7999835,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-65.15952239879304
2217,SM-GE8XW_S094_E1-50,745584401,745584217,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050389\sub-743050389_ses-745584217_icephys.nwb,1,0,0.22812322812322794,1.0,0.0,0.4083463666298385,11.92887,0.5505777863150942,-0.1506666,0.5851647486261409,0.8629824,0.5754421472951355,2.0564406,0.359553135111209,8.241719,0.5734177916542793,3.4389808,0.28225987921403645,2.2803571,0.4417141243979186,0.10853658,0.740919044693749,7.075823,0.5358232121320391,6.5259132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-66.38661189791833
2219,SM-GE8XW_S090_E1-50,745604062,745603956,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050389\sub-743050389_ses-745603956_icephys.nwb,0,0,0.7249988187488191,0.0,1.0,0.47945962512092577,10.855422,0.47555650779947417,0.5166542,0.42370083490650684,0.12096517,0.49640882567459577,1.5789163,0.5692857915092455,10.885164,0.6286587871763061,4.3304205,0.4250017527593199,1.3095198,0.48878211704578833,2.287063,0.5544550829889893,7.405331,0.4810664603722158,6.8261914,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-71.2267264540967
2220,SM-GE8XW_S096_E1-50,745607913,745607835,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050389\sub-743050389_ses-745607835_icephys.nwb,1,0,0.0,0.4562523625023619,1.0,0.5964182298879653,12.098762,0.39675857919544827,-0.96766585,0.3792858675391657,0.41359547,0.4498955757091903,1.6600767,0.48017307592000463,3.6855602,0.6742449150756652,3.2570953,0.6034745899392189,6.391489,0.5132388872511682,2.2228272,0.5870345972087324,7.084053,0.4671014390520728,6.582306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-70.63374790681897
2224,SM-GE8XZ_S107_E1-50,745633800,745633784,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050689\sub-743050689_ses-745633784_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5587545439544771,12.3052635,0.46867011144076925,-0.28037876,0.5858841774084929,0.8636469,0.6136982873501308,2.1233182,0.45784111661377486,8.563069,0.6174698609024951,3.554706,0.26576186025650766,2.2309139,0.17668087071061953,-0.3511778,0.7019809256827864,7.0351706,0.42150049906424564,6.4172654,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-65.61157567972614
2225,SM-GE8XZ_S114_E1-50,745633830,745633815,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050319\sub-743050319_ses-745633815_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.5764699784264963,12.349596,0.5075216624657068,-0.21885194,0.49081091206309196,0.7758283,0.5946121551243368,2.0899527,0.5117023237612457,8.739167,0.5712024232773988,3.433161,0.24793368951495978,2.1774843,0.11947436238518606,-0.45040557,0.4618721164598619,6.7844915,0.6206288684958233,6.606509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-74.2215885435557
2228,SM-GE8XZ_S108_E1-50,745637564,745637548,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050689\sub-743050689_ses-745637548_icephys.nwb,1,1,1.0,0.0,0.6843755906255904,0.45780789321179666,12.098465,0.5248065587276138,-0.55327696,0.5826893044653563,0.6986795,0.5176647447498396,1.8110291,0.7733176516392201,7.5313883,0.6218985102546721,3.4550683,0.3235977667473291,4.1657987,0.2794343963149073,0.897779,0.4580881026188008,6.8958516,0.47518703236124193,6.3929462,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-74.53257005893948
2229,SM-GE8XW_S092_E1-50,745638026,745638010,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050689\sub-743050689_ses-745638010_icephys.nwb,0,1,1.0,0.0,0.6843755906255904,0.5179533290443478,12.248978,0.42745309182921143,-0.7074497,0.3495145894336307,0.48329738,0.5427710995538677,1.8549188,0.25174102603257775,5.8261065,0.5928613928707694,3.3787875,0.5848295532575808,4.9486895,0.57329363291232,1.4074936,0.6450814152036801,7.091077,0.4287782856574506,6.348841,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-73.15584499681496
2230,SM-GE8XZ_S115_E1-50,745638057,745638041,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050319\sub-743050319_ses-745638041_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.4493171674010883,12.031399,0.559724660674009,-0.13618125,0.5330589785222107,0.8148526,0.6030778629785061,2.104752,0.45435104153460165,8.551659,0.5588185957315678,3.4006286,0.2149366969455118,2.078595,0.264303029158053,-0.19919248,0.576568156510874,6.904237,0.6236699346482821,6.6093993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-74.3952903043924
2232,SM-GE8XZ_S109_E1-50,745650081,745649936,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050319\sub-743050319_ses-745649936_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5324550161751774,12.2394495,0.5460421703994904,-0.15784937,0.4689737415846167,0.75565743,0.5489404570464534,2.0101116,0.6599909905832124,9.223993,0.5910860124451841,3.4853954,0.29603991756743764,2.3216548,0.1689877279401324,-0.36452198,0.36027693977843306,6.678424,0.6075890618242753,6.5941167,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-66.68229930758585
2233,SM-GE8XZ_S122_E1-50,745656253,745656238,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050319\sub-743050319_ses-745656238_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5130353390718526,12.190852,0.5613431698851483,-0.13361812,0.5223727283202731,0.80498177,0.4989431645369047,1.9227086,0.6787431800265794,9.285303,0.6079975047835517,3.529822,0.34307939889312655,2.4626284,0.24460693183124535,-0.23335642,0.40711375949758055,6.7273226,0.5559200383439821,6.5450125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-62.390103986965
2234,SM-GE8XZ_S110_E1-50,745657580,745657546,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050319\sub-743050319_ses-745657546_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.6170162429072107,12.451062,0.4810642887452596,-0.26075086,0.4859368772422656,0.7713262,0.5563538329398221,2.0230713,0.6945172109610991,9.336876,0.6427400352363852,3.6210911,0.31935154357316525,2.3915179,0.09077764917312087,-0.50018156,0.4311848375259988,6.7524533,0.46855850160061935,6.4619875,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-63.95760503420893
2235,SM-GE8XZ_S116_E1-50,745661062,745660885,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050689\sub-743050689_ses-745660885_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5468198913416424,12.275397,0.5315632929353296,-0.18077868,0.53252371421603,0.8143582,0.5676152578578131,2.042758,0.639731637083507,9.157756,0.6169566323825746,3.5533578,0.2745975048582001,2.2573936,0.1379827248295809,-0.41830182,0.4763504796175732,6.7996073,0.5077807789921408,6.499263,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-74.50602764669465
2236,SM-GE8XZ_S126_E1-50,745692039,745691884,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050689\sub-743050689_ses-745691884_icephys.nwb,0,1,0.22812322812322794,1.0,0.0,0.4456682131983265,12.022267,0.589123840891834,-0.08962357,0.581156622391769,0.8592801,0.5250490028524318,1.9683456,0.5938248258749458,9.007665,0.5959967608067013,3.498296,0.2880584499815953,2.297735,0.32246118496221604,-0.09831404,0.5608534233510201,6.8878303,0.5462659954732577,6.5358377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-69.67968150289228
2237,SM-GE8XZ_S117_E1-50,745721149,745720953,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050689\sub-743050689_ses-745720953_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.4551459668299386,12.045985,0.5701668298110819,-0.11964463,0.5515147240250999,0.83190006,0.5468979838161594,2.006541,0.5926487303697868,9.003819,0.6006848832514429,3.5106118,0.2838621870538647,2.285159,0.2913626068268435,-0.15225619,0.5468263101239025,6.8731856,0.5321629947451084,6.5224347,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-70.73157995531514
2238,SM-GE8XZ_S123_E1-50,745730865,745730596,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050319\sub-743050319_ses-745730596_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.2614537613700017,11.561275,0.6494984536036261,0.005988003,0.5458218864579049,0.8266416,0.5045180281185093,1.9324543,0.5038383518319094,8.713456,0.5790688415254325,3.4538262,0.33192346679545914,2.429195,0.6481709245237837,0.46664697,0.657182951803892,6.9884005,0.5926762474069546,6.579944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-74.28523474577125
2239,SM-GE8XZ_S111_E1-50,745736817,745736706,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050319\sub-743050319_ses-745736706_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.5377880151426394,12.252795,0.5177428319699581,-0.2026653,0.6347972040113725,0.9088276,0.6179178439254557,2.1306946,0.3450161629657218,8.194191,0.5801897761761023,3.456771,0.19385832577716366,2.0154247,0.20349005303872073,-0.30467585,0.7821303123935422,7.1188483,0.5071445684854062,6.498658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-65.17652850663762
2240,SM-GE8XZ_S127_E1-50,745740295,745740014,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050689\sub-743050689_ses-745740014_icephys.nwb,0,1,1.0,0.0,0.6843755906255904,0.5986377086636191,12.450889,0.39293687668476845,-0.7621109,0.3393746701838667,0.4739312,0.4994091855724225,1.7791156,0.263907430675479,5.8658843,0.6420139825114756,3.507912,0.6335161316249163,5.0945992,0.5492105270888191,1.3657202,0.6176168280818299,7.062403,0.46679286692144056,6.3849688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-63.90793053819682
2241,SM-GE8XZ_S118_E1-50,745746097,745745947,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050689\sub-743050689_ses-745745947_icephys.nwb,1,1,0.22812322812322794,1.0,0.0,0.375341909321203,11.846277,0.581213682811732,-0.1021504,0.5176642737537759,0.8006326,0.4920026970253498,1.9105756,0.6195320801062615,9.091714,0.5997811291221116,3.5082376,0.37880463460139935,2.569694,0.4765532895181475,0.16896698,0.5150168438626419,6.839976,0.5367338762248807,6.5267787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-73.2730890153858
2245,SM-GE8XZ_S131_E1-50,746008562,746008322,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050401\sub-743050401_ses-746008322_icephys.nwb,1,0,0.8187488187488189,1.0,0.0,0.5167813764164582,-1.87022,0.09509623515668991,-0.13604522,0.5421624724972643,0.69916874,0.7842480752739563,-1.2804272,0.6203600431745634,5.691097,0.05481280592751119,0.706288,0.4178708424580972,2.566864,0.3124235937181247,1.6531028,0.8175342492557867,6.5018783,0.6213142498461383,8.522978,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-69.05011269919416
2246,SM-GE8XZ_S132_E1-50,746035693,746035362,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050401\sub-743050401_ses-746035362_icephys.nwb,1,0,0.8187488187488189,1.0,0.0,0.501721199219399,-1.9079077,0.06984175546529255,-0.17603919,0.5840054287316448,0.73781884,0.7556934102966675,-1.3303452,0.6169083253768705,5.6798115,0.0663417517680564,0.73657465,0.4011196809780356,2.5166621,0.3279058210426382,1.6799575,0.7623273827471055,6.444241,0.5914725652258378,8.494617,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-61.713219369207664
2247,SM-GE8XZ_S128_E1-50,746039674,746039465,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050401\sub-743050401_ses-746039465_icephys.nwb,0,0,0.8187488187488189,1.0,0.0,0.5143198566968848,-1.8763798,0.054129760835000665,-0.20092131,0.5885324290209896,0.7420004,0.70355722170868,-1.4214872,0.610493762813887,5.658839,0.11591313769614944,0.86679924,0.40168213152307236,2.5183477,0.30133496401530224,1.6338689,0.7662895215607695,6.4483776,0.6368070795203874,8.537702,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-71.29859484605366
2249,SM-GE8XZ_S133_E1-50,746086313,746086091,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050366\sub-743050366_ses-746086091_icephys.nwb,1,0,0.0,1.0,0.3625004724974956,0.3638303877228075,-0.8257574,0.47877502725304144,-0.5261061,0.24985811943352235,-0.68475515,0.6402312093275614,10.465815,0.538507208792639,5.3864675,0.6193584601748711,1.4447999,0.489473183477256,3.8364394,0.48458184624150125,2.4062903,0.49355461158680564,7.260784,0.3379742881201562,6.1164646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-69.73656924898577
2250,SM-GE8XZ_S142_E1-50,746102029,746101867,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050366\sub-743050366_ses-746101867_icephys.nwb,0,0,0.0,1.0,0.3625004724974956,0.49774718560095704,-0.4906334,0.4883467286406216,-0.510948,0.5368650013440499,-0.41964856,0.8704016855167709,10.868188,0.5084916880406891,5.2883325,0.6779054460231833,1.5986035,0.509483614600827,3.896409,0.4171195151956828,2.2892733,0.7229562830335085,7.5002847,0.5757740207978338,6.34246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-72.83653968629139
2252,SM-GE8XZ_S143_E1-50,746127771,746127703,57,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050366\sub-743050366_ses-746127703_icephys.nwb,0,0,0.8187488187488189,1.0,0.0,0.5194224856574988,-1.8636106,0.787569805816257,0.96058273,0.30959339015338194,0.48434603,0.3953211983408488,-1.9603311,0.46659372320493325,5.1883616,0.803720536159946,2.673677,0.6080899461443545,3.1369355,0.48351940782335423,1.9498776,0.6635433835179074,6.3411083,0.794009276906822,8.6871,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-75.82126793361651
2253,SM-GE8XZ_S157_E1-50,746150922,746150716,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050401\sub-743050401_ses-746150716_icephys.nwb,1,0,0.8187488187488189,1.0,0.0,0.5537897749607402,-1.7776072,0.319544467179144,0.21939969,0.3823534579212484,0.5515541,0.8008826531760891,-1.2513474,0.5676222814234516,5.518672,0.2887179064061124,1.3207593,0.4722175667063771,2.7297368,0.3882593195211577,1.7846439,0.7773012987132116,6.459874,0.5341544139101156,8.440145,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-81.27661357506227
2255,SM-GE8XZ_S158_E1-50,746172137,746172010,58,F:\Big_MET_data\fine_and_dandi_ephys\000020\sub-743050401\sub-743050401_ses-746172010_icephys.nwb,1,0,0.0,1.0,0.3625004724974956,0.584854653528407,-0.27264878,0.41394218278279804,-0.6287779,0.6776981703197906,-0.28956178,0.30235136558599857,9.875149,0.4521728438201239,5.1041994,0.5743957392964374,1.3266823,0.4556054665491902,3.7349405,0.46141245532642033,2.3661017,0.49204054931968216,7.2592034,0.5175958814627561,6.28717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-67.46666463415582
